Type,Teff,Jstet,RMS_60m,LS_Period,LS_SNR,BLS_Period,BLS_SDE,VmKmag,w1mw4mag
ED,5759.0,0.82956,0.01072,0.26012156,1190.12165,0.26043423,12.15185,1.6950006484986009,3.22399997711182
MISC,3417.0,12.23087,0.01879,11.59708625,1337.99942,0.10409945,7.9982,4.84299993515015,1.4679999351501394
RR,4594.0,0.08823,0.00289,0.29484119,1209.11312,0.29488231,8.2844,2.4930000305175,1.4720001220703498
MISC,3456.0,38.5708,0.05359,13.916504,4044.45249,0.10409945,8.45797,4.71700000762938,0.41099977493286044
MISC,3416.0,10.49618,0.02066,11.1334476,919.45609,13.0141359,8.44803,4.846000194549521,0.3180003166198695
RR,5550.0,1.63359,0.02155,0.47415687,2179.5663,0.47386576,7.51919,1.8339996337890998,3.045000076293949
MISC,4433.0,11.17983,0.01354,12.10136087,1608.46537,0.10409946,7.40986,2.6900005340576207,0.6499996185302805
MISC,5262.0,1.0831,0.01197,14.64895158,569.96589,0.10409945,7.62085,1.967999458312999,2.75399971008296
CST,5380.0,0.37508,0.0062,14.64901579,758.58715,13.916565,9.56175,2.0369997024537003,1.47299957275394
RR,5949.0,5.50136,0.06155,0.6354568,3494.07818,0.6361189,9.79847,1.5069999694825,4.1330003738403
EC,5287.0,0.2627,0.00689,0.1286778,1426.17999,0.25742697,8.36366,2.0410003662109,3.6479997634887713
MISC,3226.0,6.71137,0.01272,17.27799467,4734.24431,0.1040959,7.71201,5.2610001564026305,0.33899974822998047
DSCT,6794.0,2.54549,0.00921,0.10106615,13.41477,0.18333328,8.98781,1.0220003128050994,2.77200031280522
EC,6186.0,0.41968,0.00503,0.23687666,2797.23671,0.23677006,10.57945,1.1550006866455007,2.31200027465818
MISC,4358.0,0.74972,0.00928,9.59758897,226.90097,0.10415349,7.91518,3.039999961852999,1.8120002746582191
DCEP,4056.0,1.51478,0.02599,3.05863934,5215.7299,3.02094567,8.22885,3.626998901367198,2.700999259948741
DSCT,7215.0,-0.44156,0.00377,13.25381286,23.3829,0.15452896,9.65764,0.9890003204346005,3.2849998474121307
EC,5811.0,15.39183,0.07066,0.18755807,14638.62773,0.37474156,10.16892,1.6149997711181996,4.958000183105511
RR,7011.0,2.12521,0.04041,0.28932441,3216.21563,0.28935394,8.45752,0.7740001678466992,5.40499973297117
MISC,5349.0,0.88709,0.01219,13.25381286,1299.66136,13.9165035,9.06829,2.1079998016356996,3.679999351501449
EC,5483.0,1.29476,0.03088,0.14964311,3341.66309,0.14968706,10.58061,1.6970005035401012,5.01999950408935
MISC,4993.0,3.43457,0.00646,9.91062679,354.9709,0.10409712,7.60214,2.0830011367797994,4.94099998474125
MISC,2814.0,16.50084,0.0264,11.59734083,2199.37274,0.10409947,7.31462,6.863999843597451,0.9800000190734908
MISC,5778.0,7.05329,0.01038,11.59708667,290.74827,0.10409945,8.58804,1.4750003814697,4.61600017547603
MISC,2753.0,12.523,0.02761,12.65142273,2996.62313,13.916565,8.56016,7.132999897003129,1.4340000152587802
GDOR,7016.0,0.9563,0.00322,1.00119173,674.86712,1.00112539,7.93444,1.0659999847412092,-0.01700019836425959
ED,4474.0,10.70755,0.01592,0.75224343,1347.18335,1.50387253,12.18029,2.6380004882812003,3.5539999008178498
RR,4209.0,9.23215,0.12177,0.54256565,3944.97904,0.54166776,7.13236,3.0969991683959996,4.531000137329089
EC,6467.0,3.93086,0.04665,0.18844697,6679.75426,0.18850043,10.64309,1.321999549865799,4.01499938964848
DCEP,3237.0,0.8573,0.015,2.30029901,901.41932,13.916809,9.03523,5.662000656127901,1.9060001373290891
ED,5590.0,0.04241,0.00486,0.25723666,715.78209,0.51523892,10.7255,1.7880001068115003,4.04099941253661
RR,5900.0,0.44507,0.01683,0.4585339,911.45119,0.4586992,7.95489,1.71399974823,5.17199993133543
MISC,2945.0,1.37323,0.00531,22.37874333,5391.92896,0.10423328,8.55036,6.2899999618530495,0.3850002288818297
CST,3685.0,14.19909,0.01401,12.10157348,2053.8916,0.1042076,7.28343,4.025999546051021,0.4530000686645499
MISC,4150.0,15.15749,0.03832,13.916504,1706.12088,0.10409945,7.61346,3.189000129699698,4.980000495910639
ED,7621.0,0.29704,0.01641,0.32152756,246.08033,0.64220501,11.67525,0.982999801635799,5.72599983215337
MISC,5690.0,17.66937,0.03025,13.916565,2541.29123,0.10409946,8.59421,1.9919996261597,4.1429996490478604
MISC,4709.0,0.42683,0.00813,14.64895158,684.55765,0.10409945,8.56001,2.3649997711182014,3.6029996871948207
MISC,2865.0,12.41006,0.02772,11.59708625,1563.12124,13.01386831,10.25596,6.6339998245239595,0.4060001373290998
MISC,5542.0,1.49699,0.00487,13.2044619,1879.1828,12.96854284,11.46367,1.6500005722046005,3.2799997329711896
RR,4519.0,0.23879,0.01696,0.51352413,544.29618,0.51391921,7.88955,2.5820007324219,5.32000064849856
RR,6728.0,7.84848,0.1293,0.62405848,2191.85368,0.62424428,8.95332,1.0790004730224005,4.68999958038326
ED,3954.0,-0.14771,0.00509,0.59219164,100.78399,1.1843107,12.06816,3.4389991760253995,2.9069995880127397
MISC,6006.2998046875,-0.27902,0.00019,17.39601125,70.50479,13.916809,8.05414,0.42500019073485973,-0.1139998435974201
EC,4709.0,0.33189,0.01046,0.11670024,2225.34022,0.11669249,10.18769,2.4379997253418004,4.298000335693311
DCEP,5916.0,0.34081,0.00636,3.05863934,1304.94642,3.02094567,8.94131,1.411999702453599,2.3960008621216193
MISC,2751.0,21.17202,0.02798,12.10136087,1829.85663,0.10409946,7.15122,7.14199972152713,0.7820000648498597
MISC,3271.0,14.34282,0.02431,13.916504,2544.56508,0.10415349,8.58158,5.47800016403198,1.1209998130798304
MISC,6342.68994140625,-0.13197,0.00077,6.953186,71.77693,13.906372,9.30739,1.2580003738403605,0.40600013732911044
RR,6361.0,7.16784,0.09294,0.61306185,3345.75117,0.61280487,9.49012,1.6190004348755007,4.055999755859329
DCEP,4221.0,0.55619,0.00665,3.12730427,2837.41338,3.11472335,8.56409,2.9870004653931,2.48299980163571
EC,4971.0,2.15175,0.0286,0.14980419,8003.0769,0.29972801,9.67848,2.2350006103516016,4.39400005340579
MISC,4458.0,38.46737,0.07691,12.65164455,1229.63929,0.10409947,8.15479,2.657999992370641,0.03900051116943004
EC,5048.0,1.20603,0.02713,0.12838385,4593.2564,0.12841839,9.13455,2.0800008773803995,4.426000595092779
MISC,3900.0,2.0969,0.00331,10.1158763,1214.22015,9.24954915,7.67574,3.543999671936101,3.4260005950927788
RR,6580.0,11.12986,0.14222,0.54789386,2959.66843,0.54758042,7.78188,0.9850006103516016,3.80000019073489
DSCT,5465.0,0.51049,0.01599,0.18073381,1870.91035,0.18052901,9.32211,1.7109994888306002,4.69799995422359
RR,5789.0,1.86214,0.02459,0.30220421,4766.02954,0.30243863,8.75399,1.6040000915526988,4.15100002288818
DSCT,4975.0,-0.36731,0.01076,14.64927316,122.41074,0.13222672,8.74317,2.1900005340575994,4.171999931335479
ED,5328.0,-0.27712,0.00072,0.5088413,90.61657,0.50870768,12.67637,1.8249998092650994,5.31599998474125
EC,7214.0,7.90471,0.03098,0.28873048,6440.80586,0.28852189,9.49075,0.6840000152587997,1.6470003128051598
ED,5631.0,-0.1188,0.00335,0.3545606,197.38379,0.71044827,11.82139,1.7679996490479013,2.86100006103516
MISC,5486.5,0.47922,0.0018,13.25410381,747.50188,0.1042076,8.41852,1.684000015258789,-0.02999973297118963
ED,4586.0,0.16293,0.01249,0.37354828,167.69447,0.37333196,11.62449,2.5019998550415004,3.582999229431149
EC,4801.0,0.82759,0.00889,0.12820363,6050.51251,0.25643993,10.17782,2.335000038147001,2.3140001296997106
ED,6402.0,8.1952,0.01384,0.57778085,3087.3252,1.15684926,10.16632,1.1400003433227504,0.13700008392333984
RR,6286.0,2.22284,0.03027,0.59345433,3253.88663,0.59288613,9.64185,1.371000289917001,4.237999916076701
MISC,3373.0,7.74429,0.01497,5.79854333,822.69872,0.10409945,8.32821,4.7470002174377495,0.21199989318846946
EC,5628.0,-0.12287,0.00383,0.24486337,276.08822,0.49004409,9.2605,1.8459997177124006,4.192999839782749
MISC,3542.0,6.19984,0.01844,11.628695,2778.30363,0.10419309,6.46957,4.4610004425048695,2.4179997444152805
MISC,5193.0,5.9955,0.02316,12.10157304,1868.18351,0.10409947,6.89747,1.9440002441406001,5.12899971008302
MISC,3260.0,8.63968,0.01371,6.18511289,389.89475,0.10426174,7.39922,5.13200044631954,0.2560000419616699
EC,4992.0,-0.16112,0.00483,0.13135261,235.55565,0.13144709,9.06438,2.1350002288818004,4.18799972534176
RR,7079.0,4.51517,0.04781,0.35276309,4829.17421,0.35298539,8.72574,0.7430000305175994,4.20900058746343
EC,4195.0,5.85181,0.07095,0.2095905,11137.48556,0.20956705,8.92687,3.0270013809204013,5.64400005340576
MISC,3756.0,1.36782,0.00344,12.65136727,3839.71665,11.51953657,8.28916,3.8549995422363503,0.23500013351439986
MISC,6042.0,-0.10434,0.00272,6.61217119,88.61433,0.10409772,7.4435,1.2200002670287997,2.9380006790160706
MISC,4420.0,0.25646,0.00933,11.59708667,309.07674,13.01386874,10.78074,2.7069997787475994,3.87099933624272
DCEP,5700.0,5.16219,0.05669,7.95246229,14684.72006,7.89395198,10.4087,1.6519994735718004,3.2849998474121094
EC,5559.0,5.12146,0.03013,0.17796431,11779.27896,0.35611813,9.154,1.6370000839234002,2.6829996109008807
RR,4078.0,0.72372,0.02476,0.54173996,653.37312,0.54163563,8.60052,3.3039999008178995,4.490000724792459
EC,5255.0,3.58667,0.03379,0.15532153,9018.87409,0.31087347,10.52258,1.9359998703003,2.782999992370639
EC,5495.0,6.3854,0.06418,0.17223774,9978.46413,0.17216418,9.96275,1.6870002746582013,3.82800006866451
MISC,5761.0,0.21987,0.00649,12.10136087,182.89803,0.10409946,8.52503,1.7899999618531002,3.09500026702883
MISC,3684.0,8.9629,0.00731,19.88072,20850.50516,0.10426174,7.19113,4.358999729156491,0.18400001525878995
ED,5708.0,0.61871,0.02077,0.89208359,640.18999,1.78480108,11.87555,1.5249996185303,4.338999748229959
DCEP,3408.0,1.17337,0.0342,3.23646721,1235.48868,3.21454229,9.61644,4.875999450683599,2.175999641418409
MISC,5732.0,0.34275,0.03781,12.7498165,365.88601,12.7498165,7.98813,1.7049999237059996,3.4739999771118697
ED,5079.0,0.12427,0.01084,0.42560787,160.52236,0.84852538,12.15628,2.0500001907349006,4.10099983215332
MISC,5585.0,4.09298,0.01464,11.36271167,1935.36607,0.10408339,7.35965,1.8589992523192986,5.083999633789041
MISC,4306.0,19.2941,0.02592,11.59708625,789.89389,0.10420759,8.37447,2.9550008773803995,4.46000003814701
EC,9459.0,0.02464,0.00499,0.16098102,1101.75535,0.321844,9.81155,0.19400024414060013,4.348999977111781
MISC,5082.0,15.3177,0.02743,13.24387286,2027.25472,0.10409887,7.93481,2.2399997711182014,4.230000495910611
RR,5752.0,1.83491,0.02661,0.59984931,2310.53658,0.59997769,10.27433,1.7350006103515998,4.401000022888139
MISC,5588.0,-0.17759,0.00185,23.19468167,139.26702,13.916809,7.05888,1.7360000610352007,2.07999992370609
MISC,3184.0,38.20804,0.0536,13.916809,3527.74729,0.10409947,8.23103,5.475999832153359,1.1640000343322798
EC,4137.0,52.86581,0.0928,0.24181588,3333.04635,0.48299134,9.0997,3.2450008392334,2.265000343322761
RR,6373.0,2.39128,0.02512,0.46936961,2269.95698,0.46943142,8.93827,1.119000434875499,2.953000068664501
EC,5656.0,2.40389,0.03227,0.17717135,3143.98919,0.35423197,10.75048,1.6449995040893004,5.005000114440961
MISC,3309.0,11.85483,0.02358,12.65136727,1245.05965,0.10409945,8.50652,5.41400003433228,0.2679996490478507
DCEP,4579.0,0.07573,0.00281,3.81274082,789.0558,3.82777875,9.52181,2.5109996795654013,1.0729999542236293
RR,5172.0,1.50998,0.02639,0.45572382,996.23196,0.45654387,7.96021,2.0230007171631,3.7460002899170295
EC,4666.0,0.64003,0.00529,0.12824762,7207.89217,0.25643283,10.13168,2.411999702453601,1.4759998321533008
EC,5463.0,3.07132,0.05147,0.15987144,8603.44696,0.15982185,10.13695,1.713000297546401,4.234000205993631
MISC,3249.0,12.77146,0.04129,12.65158909,2800.44691,0.10409947,8.31236,5.594999790191661,0.20000028610229936
MISC,3295.0,25.39688,0.02579,15.46278167,2485.69479,13.9165035,9.13496,5.35899972915645,0.7709999084472603
ED,5040.0,0.14292,0.01997,0.51125244,211.28969,1.02145648,11.64838,2.088000297546401,5.175999641418461
ED,6337.0,4.18458,0.03728,2.01692884,436.96347,4.06017795,12.21602,1.1190004348755007,1.6529998779296609
ED,4342.0,4.42662,0.02444,0.9467217,740.99725,0.94457044,9.97697,2.9029989242553,4.84000015258794
DCEP,6772.0,0.69181,0.00927,4.15427134,2518.18773,8.21724508,9.59319,1.3820009231568005,2.3290004730224805
ED,4708.0,0.4989,0.02061,1.83772404,211.64778,1.83301086,13.20339,2.4390001296997,4.57499980926511
DCEP,3177.0,0.58183,0.01251,2.75580376,778.21545,13.916809,10.13423,6.0460004806518,1.8239994049072
ED,4673.0,0.41628,0.02315,0.94457507,129.61378,1.88485635,12.60397,2.4790000915527006,4.528000831603999
MISC,3339.0,19.08789,0.01615,11.1332032,854.18351,13.01386874,9.1758,5.07600021362305,0.1789999008178702
MISC,4469.0,3.94339,0.05947,13.25381333,1489.85554,0.10409945,8.76456,2.644000053405799,3.4010000228881996
MISC,2868.0,37.62448,0.0216,13.916504,1724.71971,0.10409945,8.56723,6.62499999999999,0.27399992942810014
MISC,3781.0,1.02248,0.00818,15.46312111,1502.06094,13.916809,8.21111,3.7980003356933008,1.897000312805181
MISC,4754.580078125,-0.05766,0.00086,0.67230961,234.70512,0.67235749,6.49375,2.5569992065430007,-0.08399963378905895
MISC,5847.0,48.87684,0.06501,14.64895158,3054.73022,0.10409945,8.31278,1.6680002212524006,2.9969997406005806
MISC,3241.0,8.3322,0.01375,25.30273455,59746.5503,0.10409945,7.81499,5.341000080108679,0.24800014495848988
DSCT,4345.0,1.41586,0.0249,0.1314744,6377.98317,0.13144707,8.29386,2.898999214172399,4.296000480651879
CST,5872.0,-0.29586,0.00453,6.958252,30.23196,0.11070468,4.34263,1.6129999160766992,4.0799999237060405
EC,5728.0,0.94968,0.01419,0.15200987,3285.63623,0.15206946,9.57933,1.6110000610351012,3.7370004653931
EC,5005.0,0.6003,0.01171,0.11694798,4327.67755,0.11689647,9.46475,2.121999740600499,4.2839994430541815
DCEP,6166.0,4.76513,0.07956,4.4180346,6997.73817,13.01413546,8.97177,1.2200002670287997,4.73499965667723
MISC,3449.0,14.08259,0.02309,13.916504,2227.31474,0.10409945,8.69657,4.72799968719485,0.40100002288818004
RR,5358.0,0.17165,0.00493,0.59986246,422.25193,0.59997826,8.46783,1.8410005569458008,2.0089998245239507
ED,5584.0,0.00081,0.01983,0.61307531,161.83202,0.61280546,11.29835,1.6180000305176012,5.56300067901611
DCEP,2978.0,0.23075,0.00606,3.61475558,632.94794,7.31811515,8.9525,6.1529998779297195,0.9949998855590803
RR,5937.0,0.21473,0.01088,0.48574185,630.88446,0.48650471,8.69895,1.630999565124501,3.800000190734851
DCEP,3948.0,0.00024,0.00329,3.16284182,124.87999,9.36812541,8.59522,3.526999473571699,1.2420005798339897
EC,4032.0,1.59377,0.03918,0.32401639,2519.01911,0.64845406,9.82223,3.3820009231568005,4.1350002288818395
EC,6418.0,1.27338,0.02682,0.30485222,3090.20725,0.30519887,9.13277,1.072999954223599,5.837999343872061
EC,4480.0,1.14199,0.01587,0.15692825,4300.98272,0.31377997,9.73809,2.6300001144409997,4.09000015258794
DCEP,4450.0,0.24348,0.00228,4.48929323,2103.54234,4.41776644,9.78207,2.66899967193603,-0.057999610900878906
MISC,3583.0,8.69182,0.01542,23.19417333,15659.83532,0.10420759,7.83625,4.300000190734821,0.2360000610351598
DSCT,5223.0,-0.51778,0.01197,19.88072,21.68734,0.14085976,9.66552,1.9169998168944975,5.77600002288818
MISC,5569.0,5.0115,0.01377,14.64927263,3196.85268,13.916809,10.86853,1.9090003967284996,5.0080003738403
MISC,3273.0,27.52464,0.02726,13.25410381,3224.226,0.10409947,8.79942,5.3259997367859,0.3599996566772399
EC,5095.0,1.39408,0.01089,0.12611517,7486.07192,0.12615753,10.12909,2.0939998626708984,3.29300022125247
CST,6130.0,-0.13778,0.00031,14.59414789,149.49302,13.8644405,13.39624,1.29699993133545,0.025000095367430752
ED,6583.0,6.42438,0.04366,0.94030432,564.11134,3.75612117,10.09375,1.0380001068114986,1.9530000686645295
RR,4925.0,0.63576,0.01201,0.27557434,2810.62132,0.27545066,8.84134,2.3239994049072,3.966000556945799
EC,5111.0,0.89673,0.02644,0.13580442,1285.24809,0.13571381,9.44662,2.0199995040892986,4.951999664306621
DCEP,4003.0,3.509,0.03931,8.18635824,6985.41008,8.21724508,10.52404,3.347999572753899,1.6139993667602202
EC,4569.0,0.36172,0.02499,0.14750195,1047.0732,0.14748645,10.41244,2.6050004959106996,5.10700035095218
MISC,4221.0,1.14083,0.00983,23.14208917,819.82591,13.8852535,9.99021,2.9870004653930007,1.20600032806394
MISC,2979.0,14.81318,0.02134,25.30273455,9961.74518,0.10426174,7.74923,6.14899969100948,0.3489999771118102
EC,7066.0,0.35156,0.02004,0.19038043,733.88344,0.38042574,10.85415,0.7489995956421005,6.02099990844728
RR,4789.0,0.51878,0.00998,0.3130822,1790.10546,0.31330043,8.99992,2.280000686645499,2.6459999084472408
MISC,2637.0,27.20874,0.04106,14.64895158,2963.81344,0.10409945,8.585,7.64900016784673,1.8550002574920694
RR,4591.0,-0.1477,0.00093,0.69236338,512.21586,0.69326501,8.70122,2.3699998855591105,0.3680000305175799
MISC,3565.0,9.60264,0.01873,9.27766933,731.13865,0.10420759,8.11608,4.35299968719483,0.2409996986389107
DSCT,6904.0,1.93535,0.03067,0.1314744,6989.28137,0.13144707,8.2514,1.399000167846701,4.44600009918212
EC,5549.0,0.98494,0.03074,0.2422713,1908.59241,0.24219738,9.79632,1.6449995040892986,5.586999893188441
MISC,3430.0,32.19518,0.02313,13.9168095,4036.15517,0.10409947,8.59198,4.517999649047851,0.1959996223449707
RR,4696.0,5.72424,0.05885,0.47987945,2603.24112,0.47952836,7.66098,2.378999710082999,3.5760002136230398
EC,5323.0,9.36896,0.04113,0.14804791,16505.37313,0.14803048,9.50696,1.9149999618530984,2.3669996261597195
MISC,3231.0,11.0978,0.00955,13.25404571,15093.05199,13.916748,10.11162,5.2519998550415,0.1620001792907697
MISC,4330.0,5.08603,0.01635,11.1332032,1896.30949,13.01386874,7.90967,2.8290004730224716,0.3070001602172798
ED,5915.0,0.76036,0.00739,0.69582517,74.89699,0.6956687,12.14191,1.6669998168946005,2.2219991683960014
MISC,3303.0,11.87605,0.01488,13.916504,3242.28029,0.10409945,8.5354,5.04799985885616,0.24799966812134056
DCEP,5403.0,0.95944,0.02137,2.86944515,2890.46584,2.89038983,9.1877,1.7620000839233008,4.76200008392339
MISC,3588.0,3.75473,0.00997,14.64927263,2366.97677,0.10409947,8.37309,4.28700017929075,1.75699996948242
MISC,5595.0,17.11811,0.02838,13.25387143,1319.32367,0.10409946,8.73617,1.9189996719359996,3.300999641418489
ED,3611.0,0.30543,0.00923,0.94030432,283.0476,3.75612117,11.2733,4.2070007324219,1.4249992370605291
EC,4511.0,0.32105,0.0095,0.21762016,1438.47112,0.21751881,10.19669,2.6770000457762997,3.53899955749516
MISC,5222.0,0.50447,0.00659,11.59734125,908.8071,13.0141359,9.85537,1.9530000686644993,2.6199998855590607
DCEP,3456.0,0.5594,0.01179,2.92979032,1054.8168,8.95023459,8.03593,4.7010002136231,2.8780002593993803
MISC,4672.60009765625,0.73294,0.00223,8.69781469,125.60387,0.10409945,7.39993,2.564000129699741,-0.14099979400635032
MISC,4566.0,1.38494,0.00372,11.5971375,1679.43865,0.10409946,7.18965,2.8869996070861808,-0.0709996223449707
EC,3792.0,1.91987,0.02013,0.1986653,11108.13277,0.19877117,9.73497,3.8219995498656996,2.36299991607666
EC,4755.0,2.22857,0.03528,0.12663157,9440.51447,0.25320386,10.22036,2.4190006256103,3.74100017547603
DCEP,6423.0,11.43156,0.09242,16.37271647,20080.71456,13.916809,11.39096,1.8540000915527006,3.34299945831296
MISC,3287.0,5.76069,0.01127,11.5971375,3475.78062,13.01392209,9.19882,5.7710003852844505,0.36199998855591
EC,6661.0,7.78618,0.07919,0.21626744,10885.92591,0.2163461,9.9094,1.0110006332398012,3.3760004043579404
EC,4847.0,3.22889,0.03667,0.14398866,11608.39039,0.14399353,9.80943,2.374000549316399,3.7740001678466992
MISC,2932.0,43.97405,0.02801,13.916504,1257.72272,0.10409945,8.77144,6.30700039863585,0.7060000896453897
ED,5514.0,1.33194,0.01673,1.41284305,1960.2663,2.80943374,10.08581,1.9219999313355007,2.4169998168945312
ED,5398.0,0.60247,0.04194,0.25233914,758.64959,0.50486718,11.58825,1.7659997940062997,5.0920000076294105
DCEP,3373.0,1.24559,0.0273,4.09317912,2343.11639,4.06017795,9.92602,5.012999534606999,1.9050006866455185
EC,5664.0,0.6932,0.01159,0.16552269,4106.60468,0.16548715,8.90357,1.7080001831055007,3.4070005416870206
DSCT,7468.0,-1.19794,0.01076,14.64927263,85.12836,0.13507525,9.43849,0.9440002441407014,2.9739999771118004
MISC,5725.0,55.58773,0.05863,13.9168095,1710.47063,0.10409947,8.69006,1.6359996795655007,3.0670003890991087
EC,5893.0,1.05569,0.02591,0.15566559,4094.00904,0.31135573,9.48596,1.3950004577636008,5.918000221252472
EC,5030.0,3.11271,0.04303,0.12874014,9534.96783,0.12874801,10.55824,2.0970001220703978,6.213000297546419
RR,4973.0,0.37054,0.00468,0.58595806,1596.22232,0.58596024,9.39977,2.1009998321533008,1.5459995269775106
MISC,5053.0,13.71511,0.0312,13.916809,2956.51256,0.10409947,7.94439,2.074999809265101,5.144000053405719
DCEP,4924.0,0.21704,0.00457,3.97623114,1544.68366,7.89395198,9.65218,2.2039995193481996,1.9820003509521307
DSCT,6252.0,1.64818,0.04274,0.29175701,2599.14452,0.29145566,8.36157,1.1680002212525,5.0799999237060405
DSCT,5791.0,0.46683,0.00617,0.13394192,2745.43592,0.13390334,8.47422,1.7690000534058008,3.0139999389648597
MISC,3948.0,6.8969,0.03954,13.9165035,450.39023,0.10420759,7.87241,3.4499998092650888,1.0040001869201705
MISC,3082.0,20.9359,0.13443,14.64927316,3665.18048,0.10409947,8.46236,5.7399997711182,1.0850000381469798
MISC,4140.0,2.81784,0.01527,12.10130783,323.58777,0.10409945,8.2133,3.112999916076701,1.1210002899169798
MISC,5097.7998046875,1.44283,0.00351,14.64901579,1271.97454,13.916565,8.97939,2.6009998321533203,0.16099977493285955
MISC,3123.0,16.15824,0.02366,13.25410429,4761.68808,0.10409947,8.10239,5.844000339508071,0.4229998588562003
DCEP,5533.0,4.34538,0.04549,9.94036,13136.68252,9.36812541,9.84493,1.8079996109009002,2.9969997406005806
EC,5567.0,8.80302,0.04428,0.20420402,11900.16964,0.40829451,9.72204,1.7449998855590998,1.8030004501342596
ED,5659.0,0.49118,0.01645,0.37709623,908.77865,0.37754691,8.81104,1.5180006027222,5.146999359130861
MISC,6035.0,-0.12091,0.00182,12.65142273,267.62318,11.51957837,10.58274,1.7139997482298988,1.4279994964599698
MISC,4030.0,4.39796,0.02497,12.61347,422.84457,12.97740699,10.23347,3.3850002288819,4.30700016021728
MISC,5276.0,5.02308,0.00747,25.30273455,5703.01073,9.82695053,7.25898,1.8700008392333984,5.3119993209839205
DSCT,7372.0,-1.25368,0.00743,0.2083309,28.88009,0.1220147,9.43143,0.7510004043580008,3.8309993743896804
MISC,3266.0,20.50752,0.03252,12.10130739,1241.11568,0.10420759,7.75059,5.2300000190735,0.32999992370606
MISC,4528.0,8.25958,0.02029,11.1333984,2025.50426,0.10409947,8.14796,2.5709991455078,5.29800033569337
MISC,3303.0,14.27164,0.03526,13.916504,3701.65645,0.10409945,8.25239,5.321000099182151,0.23799991607666016
EC,5201.0,0.70137,0.03285,0.12808844,1489.97475,0.2561127,10.33634,1.9359998703003,5.519000053405781
RR,5267.0,3.794,0.07124,0.57270819,2115.60552,0.57258335,9.66655,1.8779993057250994,5.036999702453629
MISC,5383.0,12.3456,0.01347,13.9165035,1540.85089,0.10420759,8.76639,1.7779998779297,5.035999298095669
ED,4145.0,0.99213,0.02924,0.42363785,190.08482,0.42381843,11.41672,3.1050004959106,3.321000099182159
MISC,3469.0,-0.05737,0.00124,12.10157304,99.23705,0.1042076,8.38537,4.548999786376919,0.9670000076293999
MISC,3371.0,9.61494,0.01541,25.30284545,15905.16307,12.22123974,7.55537,5.3440003395081,0.2589998245239302
ED,3982.0,1.82362,0.02014,0.65954993,677.25293,1.31640356,12.11286,3.3869991302490003,4.78699970245361
MISC,2933.0,28.79911,0.03122,13.916504,3059.99493,0.10409945,8.69372,6.3400001525878995,1.8489999771118097
ED,6434.0,0.73342,0.00487,0.91557954,746.55307,0.91443611,10.16669,1.0640001296997301,1.333999633789059
MISC,4272.0,10.51851,0.01666,13.25381286,2653.96763,13.9165035,8.74102,2.9110002517699893,0.9010000228881889
RR,5034.0,0.51365,0.00907,0.66427227,773.23881,0.66566484,8.21461,2.1829996109009002,2.93499946594234
ED,5707.0,0.61132,0.00986,1.73956294,347.50088,3.49445095,11.16065,1.8850002288818004,3.2639999389648295
ED,6654.0,0.72619,0.01083,0.38338318,806.50216,0.38333298,8.25357,1.2150001525878995,3.5489997863769283
MISC,3808.0,1.2015,0.00484,14.64895158,845.43169,0.10409945,8.49349,3.888000011444059,1.9490003585815492
DSCT,7181.0,-0.73175,0.00086,12.10157304,60.81601,0.1477036,7.10252,0.7320003509521111,0.9040002822875994
DCEP,4922.0,7.00045,0.09216,11.1334472,24490.65466,10.33320239,9.78807,2.1490001678466992,3.581999778747571
DCEP,5356.0,0.99601,0.01294,3.19926644,3250.3723,3.21454229,8.93656,1.8010005950928,2.717999458313029
MISC,6185.0,-0.17095,0.00101,16.37271647,547.54903,13.916809,8.79957,1.5720005035401012,0.3839998245239311
MISC,3459.0,20.93637,0.01973,11.59734083,2183.16828,0.1042076,7.45812,4.853000640869141,0.3449997901916504
DCEP,5937.0,4.50112,0.05671,7.73156056,16635.3781,7.89395198,11.48066,1.3659992218016992,3.5890007019043306
MISC,4991.2998046875,0.31238,0.00165,7.13666872,121.85375,0.10409945,8.61277,1.9580001831054705,0.4659996032714808
ED,6493.0,0.09939,0.00736,1.81915085,87.33547,1.81712927,18.10195,1.0319995880127006,3.0859994888305486
MISC,5343.0,0.71698,0.00672,25.30328909,2914.63219,0.10409947,7.14863,1.811999320983901,5.597000122070359
DCEP,4963.0,0.02033,0.00543,3.23639628,472.5895,3.21452602,9.14019,2.1640005111694,3.2670001983642702
RR,5769.0,3.85012,0.06376,0.49436959,2507.61736,0.49490477,8.42782,1.480999946594201,4.9659996032715
DSCT,6907.0,1.12884,0.00745,0.12059415,2768.06676,0.12062102,8.24404,0.9930000305175994,1.1310005187987997
EC,5111.0,1.10813,0.02215,0.14833464,4554.7067,0.29662149,9.88522,2.0199995040893004,3.91200065612788
EC,5273.0,4.86178,0.01971,0.18168159,14977.98789,0.18167328,9.22173,1.9370002746581996,1.951999664306589
DCEP,4117.0,2.55144,0.04741,3.02539326,3672.38549,12.22142791,9.15546,3.1499986648558984,3.1830005645752095
EC,5435.0,6.88758,0.05184,0.15575612,5807.69939,0.31135588,10.30522,1.7829999923706996,3.526000022888171
MISC,3484.0,3.44132,0.00553,15.46312167,12107.74844,0.10409947,7.71208,4.4259996414184295,0.24499988555908025
ED,6695.0,0.64969,0.00555,0.86439807,955.53502,1.72348168,11.35822,0.9260005950927006,1.6629991531372301
